Time,Tue Nov 26 12:22:52 2019
Serial Number,S10535
Integration time (microseconds),5000000
Sensor temperature,27.97
Wavelengths (nm),Dark (counts),Intensity (counts)
337.6,1451,1536
338.1,1406,1496
338.5,1560,1648
339,1440,1526
339.4,1483,1566
339.9,1372,1461
340.3,1580,1664
340.8,1578,1666
341.3,1266,1352
341.7,1482,1570
342.2,1572,1662
342.6,1456,1538
343.1,1535,1623
343.5,1557,1645
344,1560,1650
344.5,1505,1598
344.9,1496,1585
345.4,1488,1580
345.8,1477,1570
346.3,1547,1638
346.7,1528,1614
347.2,1426,1516
347.7,1517,1603
348.1,1493,1584
348.6,1350,1437
349,1567,1650
349.5,1501,1592
349.9,1563,1651
350.4,1435,1521
350.9,1502,1588
351.3,1576,1667
351.8,1527,1615
352.2,1567,1661
352.7,1471,1562
353.1,1474,1566
353.6,1539,1626
354.1,1515,1606
354.5,1427,1517
355,1434,1517
355.4,1526,1614
355.9,1530,1620
356.3,1555,1641
356.8,1511,1603
357.3,1550,1638
357.7,1505,1593
358.2,1569,1660
358.6,1518,1609
359.1,1572,1658
359.5,1522,1609
360,1496,1573
360.5,1553,1646
360.9,1520,1609
361.4,1501,1590
361.8,1567,1655
362.3,1462,1554
362.7,1454,1539
363.2,1503,1591
363.7,1552,1638
364.1,1559,1649
364.6,1544,1633
365,1419,1503
365.5,1364,1450
366,1225,1302
366.4,1440,1529
366.9,1487,1579
367.3,1546,1635
367.8,1578,1665
368.2,1576,1660
368.7,1433,1523
369.2,1504,1595
369.6,1529,1621
370.1,1538,1623
370.5,1527,1615
371,1527,1617
371.5,1427,1514
371.9,1419,1510
372.4,1500,1587
372.8,1513,1601
373.3,1525,1611
373.8,1529,1623
374.2,1559,1647
374.7,1541,1628
375.1,1496,1586
375.6,1561,1654
376,1515,1602
376.5,1460,1547
377,1549,1636
377.4,1559,1645
377.9,1471,1566
378.3,1528,1620
378.8,1596,1679
379.3,1565,1657
379.7,1522,1613
380.2,1525,1618
380.6,1589,1684
381.1,1529,1618
381.6,1543,1633
382,1526,1612
382.5,1540,1635
382.9,1550,1642
383.4,1571,1657
383.9,1492,1581
384.3,1507,1593
384.8,1523,1616
385.2,1479,1569
385.7,1475,1563
386.2,1583,1669
386.6,1517,1607
387.1,1426,1521
